LEVEL,40,22
M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,
M,S,B,B,B,B,B,B,B,B,D,B,R,B,B,B,B,B,B,R,B,R,B,B,B,B,B,B,B,B,B,B,B,B,R,B,B,B,B,M,
M,B,R,P,R,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,R,D,B,B,R,B,B,B,B,B,B,B,B,B,B,B,B,B,M,
M,B,B,B,B,B,B,B,B,B,B,B,B,B,R,B,B,B,B,B,R,B,R,B,B,R,B,B,B,B,B,B,B,B,R,B,B,B,B,M,
M,R,B,R,R,B,B,B,B,B,B,B,B,B,R,B,B,B,B,B,B,R,B,B,R,B,B,B,B,R,B,B,B,R,B,B,B,B,B,M,
M,R,B,B,R,B,B,B,B,B,B,B,B,B,B,B,B,B,R,B,B,B,B,B,B,B,B,R,B,B,B,B,B,B,R,B,R,R,B,M,
M,B,B,B,B,B,B,R,B,B,B,B,B,B,D,B,B,B,B,B,B,B,R,B,B,R,B,B,B,B,B,B,B,B,R,B,R,R,B,M,
M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,R,B,B,R,B,M,
M,B,B,B,B,B,R,B,B,D,B,B,B,B,R,B,R,B,B,B,B,B,B,B,B,B,B,D,B,R,D,B,B,B,B,B,B,B,B,M,
M,B,B,D,B,B,B,B,B,R,B,B,B,B,B,B,B,B,B,B,B,B,B,B,R,R,B,R,B,B,R,B,B,B,B,R,B,B,B,M,
M,B,B,B,R,B,B,R,B,R,B,B,B,B,B,B,B,B,B,B,B,B,B,B,R,B,B,R,B,B,R,B,B,B,B,B,B,B,B,M,
M,B,R,B,B,B,B,B,R,B,B,B,B,B,B,B,B,R,R,R,B,B,B,B,B,B,B,R,B,B,B,B,D,B,B,B,B,R,B,M,
M,B,D,B,B,B,B,B,R,B,B,B,B,B,B,B,R,B,R,D,B,B,D,B,B,B,B,R,B,B,B,R,B,B,B,B,B,B,B,M,
M,B,B,R,B,B,B,B,B,B,B,B,B,B,B,B,B,B,R,B,R,B,B,R,B,B,B,B,B,B,B,B,D,B,B,B,B,B,R,M,
M,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,
M,B,R,B,B,B,B,B,B,B,B,B,R,B,B,B,D,B,B,B,B,R,B,B,B,B,B,R,B,B,B,R,B,B,B,B,B,B,D,M,
M,B,R,B,B,B,B,B,B,B,B,B,B,R,B,B,R,B,B,B,B,B,B,B,B,R,B,B,B,B,B,B,R,D,R,R,B,B,B,M,
M,B,B,B,B,R,B,B,B,B,B,B,B,B,R,B,B,B,B,B,R,B,B,B,B,B,B,D,B,B,B,R,B,R,R,B,B,B,B,M,
M,B,B,B,B,R,D,B,B,R,B,B,B,B,B,B,B,B,R,B,B,B,B,B,B,R,B,R,D,B,B,B,B,B,B,R,B,B,B,M,
M,B,B,B,B,B,B,R,B,B,B,B,R,B,R,R,B,B,B,B,B,B,B,B,B,R,B,R,D,B,B,B,B,B,B,B,B,B,B,M,
M,B,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,R,B,B,R,B,B,B,B,R,B,B,B,R,B,M,
M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,
DIAMOND,20
TIME,120
